,poetry,text
117,1029) پس فرستاد و بیآورد آن هُمام / بود اَلحَق سخت زیبا آن غلام,سپس ابوبکر کسی را فرستاد به منزل خویش ، و آن فرستاده رفت و غلام را آورد . آن غلام حقیقتاََ بسیار زیبا بود .
118,1030) آنچنان که ماند حیران آن جهود / آن دلِ چون سنگش از جا رفت زود,غلام چنان زیبا و جذّاب بود که آن کافر (صاحب بلال) سخت دچار حیرت شد و دلِ سنگِ او فوراََ تکان خورد .
119,1031) حالتِ صورت پرستان این بُوَد / سنگشان از صورتی مُومین بُوَد,ظاهرپرستان چنین حالی دارند و دلِ سنگ و سختشان از مشاهدۀ صورت و قالبی زیبا مانند موم نرم می شود .
120,1032) باز کرد استیزه و راضی نشد / که برین افزون بده بی هیچ بُد,امّا آن کافر ناسازگاری و ناخرسندی اظهار کرد و گفت : باید علاوه بر دادن این غلام زیبا رُخسار مقداری پول نقد هم بدهی و اِلّا معامله فسخ می شود .
121,1033) یک نصاب نقره هم بر وی فزود /  تا که راضی گشت حرصِ آن جهود,ابوبکر دویست دِرهم نیز اضافه پرداخت کرد تا آنکه حرص و طمع آن کافر ارضا شد .
122,953) بعد از آن صدّیق پیشِ مصطفی / گفت حالِ آن بِلالِ با وفا,بعد از آن صدّیق (ابوبکر) در محضر محمّد (ص) حالِ بِلالِ وفادار را بیان کرد .
123,954) کآن فلک پیمایِ مَیمون بالِ چُست / این زمان در عشق و اندر دامِ توست,ابوبکر گفت آن بلال که در مراتب عالیه جهان برین سیر می کند و خجسته بال و چالاک است . اینک گرفتار عشق تو شده است و به دامِ حُبِّ تو اسیر گشته است .
124,955) بازِ سلطان است زآن جغدان به رنج / در حَدَث مدفون شده است آن زَفت گنج, همچون بازِ بلند پرواز شاه است که از آن جغدان در رنج و عذاب می باشد . بلال همچون گنجی عظیم است که در سِرگین مدفون شده است . 
125,956) جُغدها بر باز اِستم می کنند / پَرّ و بالش بی گناهی می کنند,جغدها نسبت به باز ستم می کنند و بی هیچ گناهی بال و پَر او را می کنند .
126,957) جُرمِ او اینست کو باز است و بس / غیر خوبی جُرمِ یوسف چیست پس ؟,تنها جُرمِ او اینست که بازِ شکاری است . مثلاََ حضرت یوسف (ع) بجز زیبایی چه گناهی دارد ؟
127,958) جغد را ویرانه باشد زاد و بود / هستشان بر باز ، زآن خشمِ جهود,زادگاه و زیستگاه جغد ، خرابه است . به همین سبب نسبت به بازِ شکاری سخت کینه و دشمنی می ورزند .
128,959) که چرا می یاد آری زآن دیار ؟ / یا ز قصر و ساعد آن شهریار ؟,چرا وطن و سرزمین خود را یاد می کنی ؟ و یا چرا کاخ و ساعد شاه را یاد می کنی ؟
129,960) در دِهِ جغدان فضولی می کنی ؟ / فتنه و تشویش در می افگنی ؟,ای بازِ گستاخ آیا در محلّۀ جغدان یاوه می گویی و فتنه و آشوب برمی انگیزی ؟
130,961) مَسکنِ ما را که شد رَشکِ اَثیر / تو خرابه خوانی و نامِ حقیر ؟,جایگاه و موطن ما را که باعث غبطه و حسادت فلک است چرا خرابه می خوانی و با حقارت از آن نام می بری ؟
131,962) شَید آوردی که تا جغدانِ ما / مر تو را سازند شاه و پیشوا,تو مکر و حیله می ورزی تا جغدان همنوع ما ، تو را امیر و سالار خود سازند .
132,963) وهم و سودایی در ایشان می تنی / نامِ این فردوس ، ویران می کنی ؟,در آنان توهّمات و خیالات بی اساس می انگیزی و نام این بهشت را خرابه می گذاری .
133,964) بر سَرَت چندان زَنیم ای بَد صفات / که بگویی ترکِ شَید و تُرَّهات,ای زشت خُو آنقدر بر سر و کلّه ات می کوبیم تا مکر و حیله و سخنان یاوه را ترک گویی . ( تُرَّهات = سخنان یاوه )
134,965) پیشِ مشرق چارمیخش می کنند / تن برهنه شاخِ خارش می زنند, در زیر تابش آفتاب به چهارمیخ می کشند و بر بدن لخت او تازیانۀ خارناک می زنند .
135,966) از تنش صد جای ، خون برمی جَهد / او اَحَد می گوید و سر می نهد,از صد جای بدنش خون فوّاره می زند . امّا او همچنان اَحَد اَحَد می گوید و به حکم حق گردن می نهد .
136,967) پندها دادم که پنهان دار دین / سِر بپوشان از جهودانِ لعین,من به او بسیار اندرز دادم که دین خود را پنهان کن و رازِ دل خود را از کافران ملعون پوشیده دار .
137,968) عاشق است ، او را قیامت آمده ست / تا درِ توبه بَرو بسته شده ست,ولی او (بلال) ، عاشق است . درِ توبه به روی او بسته شده است . دیگر قادر نیست از کشف اسرار ربوبی توبه کند .
138,969) عاشقیّ و توبه ، یا امکانِ صبر ؟ / این مُحالی باشد ای جان بس سطبر,آیا عشق و توبه ، یا عشق و صبر جور درمی آید ؟ مسلماََ جور درنمی آید . زیرا عزیز من ، این امری بسیار محال است .
139,970) توبه کِرم و ، عشق همچون اژدها / توبه وصفِ خلق و آن وصفِ خدا,توبه در مثل همچون کِرم است و عشق مانند اژدها . «توبه» صفتِ مخلوق است و «عشق» صفتِ خالق .
140,971) عشق ز اوصافِ خدایِ بی نیاز / عاشقی بر غیرِ او باشد مجاز,عشق از صفات خداوند بی نیاز است . عشق ورزیدن به جز خدا از نوع عشق مجازی است .
141,972) زآنکه آن ، حُسنِ زَراندود آمده ست / ظاهرش نور ، اندرون دود آمده ست,زیرا غیر حق ، همۀ حُسن و جمالش مانند فلزی است که روکش طلا داشته باشد عاریتی است . از اینرو ظاهر آن ، روشن و پر رونق است ولی درونش تیره و سیاه . 
142,973) چون رود نور و شود پیدا دُخان / بِفسُرَد عشقِ مجازی آن زمان,هر گاه نور جمال الهی از مخلوق گرفته شود تیرگی و زشتی آن نمایان می گردد . و آن وقت است که عشق مجازی فروکش می کند . 
143,974) وا رَوَد آن حُسن سویِ اصلِ خَود / جسم مانَد گَنده و رسوا و بَد,آن زیبایی به سوی اصل خود بازمی گردد و جسم ، متعفّن و رسوا و زشت باقی می ماند .
144,975) نورِ مَه راجع شود هم سویِ ماه / وا رَوَد عکسش ز دیوارِ سیاه,نورِ ماه نیز به سوی ماه بازمی گردد و پرتو آن از دیوار تاریک به اصل خود رجوع می کند .
145,976) پس بماند آب و گِل بی آن نگار / گردد آن دیوارِ بی مَه ، دیووار,پس آب و گِل یعنی جسم ، بدون محبوب می ماند . و آن دیوار بدون پرتوِ ماه ، همچون دیو ، زشت و خوفناک می گردد .
146,977) قلب را که زر ز رویِ او بِجَست / بازگشت آن زر ، به کانِ خود نشست,وقتی روکشِ طلا از روی طلای تقلّبی برداشته شود . این زرِ ناب به معدن خود بازمی گردد . یعنی در شمار طلاهای ناب و خالص قرار می گیرد و دیگر کسی نمی تواند بگوید که این طلا تقلّبی است .
147,978) پس مِسِ رسوا بمانَد دودوَش / زو سیه تر ، بمانَد عاشقش,مس نیز تیره و رسوا می شود و دوستدار آن از خودِ آن مس رسواتر می گردد .
148,979) عشقِ بینایان بُوَد بر کانِ زَر / لاجَرَم هر روز باشد بیشتر,امّا بینایان حقیقی بر معدن طلا عشق می ورزند . از اینرو ناگزیر عشق آنان روز به روز افزایش می یابد .
149,980) زآنکه کان را در زَری نَبوَد شریک / مَرحَبا ای کانِ زَر لاشکَّ فیک,زیرا معدن طلا در طلا بودن شریکی ندارد . یعنی از نظر قیمت و اعتبار بی مانند است . ای معدنِ طلا آفرین بر تو که شکّی در وجودت نیست .
150,981) هر که قلبی را کند انبازِ کان / وا رود زر تا به کانِ لامکان,هر کس طلای  تقلّبی را شریک معدن ، یعنی مانند طلای ناب بپندارد . دچار پشیمانی و تأسف شود زیرا طلایی که روی مس کشیده اند به معدن خود که در لامکان است بازمی گردد .
151,982) عاشق و معشوق مُرده ز اضطراب / مانده ماهی ، رفته زآن گِرداب آب,عاشق و معشوق بر اثر پریشانی خواهند مُرد . درست مانند ماهی که اگر گودال از آب خالی شود با رنج و پریشانی خواهد مُرد .
152,983) عشقِ رَبّانیست خورشیدِ کمال / امر ، نورِ اوست ، خلقان چون ظِلال,عشق الهی به منزلۀ خورشید کمال است . عالم امر ، نور خداست و مخلوقات همچون سایه ها هستند .
153,984) مصطفی زین قصّه چون خوش برشگُفت / رغبت افزون گشت او را هم به گفت,مصطفی از استماع ماجرای بلال بسیار شادمان شد و علاقه اش به نقل این ماجرا افزایش یافت و همۀ ماجرا را بازگو کرد .
154,985) مستمع چون یافت همچون مصطفی / هر سرِ مویش زبانی شد جدا,وقتی ابوبکر شنونده ای مانند مصطفی (ص) پیدا کرد هر تارِ موی او زبانی مستقل شد یعنی در بیان این ماجرا همۀ اجزای آن را تفصیلاََ بازگفت .
155,986) مصطفی گفتش که اکنون چاره چیست ؟ / گفت : این بنده مر او را مَشتری ست, به ابوبکر فرمود : اکنون چاره چیست ؟ ابوبکر گفت : این بنده قصد دارد که او را از صاحبش خریداری کند .
156,987) هر بها که گوید ، او را می خرم / در زیان و حَیفِ ظاهر ننگرم,هر قیمتی که صاحبِ بلال بگوید قبول می کنم و او را از صاحبش می خرم و به ضرر و زیان ظاهری این داد و ستد نگاه نمی کنم .
157,888) تن فِدایِ خار می کرد آن بِلال / خواجه اش می زد برایِ گوشمال,بِلالِ حبشی بدنِ خود را فدای تازیانۀ خاردار می کرد . و صاحبش برای گوشمالی و تنبیه ، او را می زد . 
158,889) که چرا تو یادِ احمد می کنی ؟ / بندۀ بَد مُنکرِ دینِ منی,و به بلال می گفت : چرا دائماََ از حضرت احمد (ص) یاد می کنی ؟ هم غلام ناسازگاری هستی و هم آیین مرا انکار می کنی .
159,890) می زد اندر آفتابش او به خار / او اَحَد می گفت بهرِ افتخار,صاحبش در حرارت آفتاب او را با تازیانه خاردار می زد و او پیوسته اَحَد اَحَد می گفت و بدان افتخار می کرد .
160,891) تا که صدّیق آن طرف برمی گذشت / آن اَحَد گفتن به گوشِ او برفت,تا اینکه روزی که ابوبکر صدّیق از آن طرف می گذشت صدای احد احد گفتن بلال را شنید .
161,892) چشمِ او پُر آب شد ، دل پُر عَنا / زآن اَحَد می یافت بویِ آشنا,چشمِ ابوبکر از اشک پُر شد و دلش یکپارچه درد گشت . زیرا از آن احد احد بوی آشنایی استشمام می کرد .
162,893) بعد از آن خلوت بدیدش ، پند داد / کز جهودان خُفیه می دار اعتقاد,ابوبکر بعد از آن واقعه بلال را تنها دید و بدو نصیحت کرد که ایمانت را از منکران پوشیده دار .
163,894) عالِمُ السّرّ است ، پنهان دار کام / گفت : گفت : کردم توبه پیشت ای هُمام,زیرا خداوند به اسرار درون آگاه است . پس مرام و مقصود خود را از اغیار پنهان کن . یعنی تقیّه کن . بلال گفت : ای بزرگمرد اینک نزد تو توبه کردم .
164,895) روزِ دیگر از پگَه صدّیق تفت / آن طرف از بهرِ کاری می برفت,بامدادِ روز دیگر صدّیق (ابوبکر) برای انجام کاری از آن طرف شتابان می گذشت . یعنی از نزدیکی مقرِّ بلال می گذشت .
165,896) باز اَحَد بشنید و ضربِ زخمِ خار / بر فروزید از دلش سوز و شَرار,باز صدای احد احد و صفیرِ تازیانه را شنید . آتش و شراره ای از کانون قلبش زبانه کشید .
166,897) باز پندش داد ، باز او توبه کرد / عشق آمد ، توبۀ او را بخَورد,دوباره ابوبکر به بلال نصیحت کرد که ایمانت به محمّد (ص) را مخفی بدار و بلال مجدّداََ توبه کرد . یعنی قول داد که در نزدِ کافران اظهار ایمان نکند . امّا موج عشق دوباره بر قلبِ او تاختن آورد و توبه اش را به کام خود درکشید .
167,898) توبه کردن زین نَمَط بسیار شد / عاقبت از توبه او بیزار شد,بدینسان بلال توبه های فراوان می کرد ولی کمی بعد همۀ آنها را می شکست تا جایی که از توبه متنفّر شد .
168,899) فاش کرد ، اسپُرد تن را در بلا / کِای محمّد ، ای عدوِّ توبه ها,بالاخره بلال در کمال صراحت گفت : من بر آیین اسلام هستم و جسم و جان خود را تسلیم بلا و انتقام حق ستیزان کرد و گفت : ای محمّد ، ای کسی که دشمن توبه ها هستی .
169,900) ای تنِ من و ای رگِ من پُر ز تو / توبه را گُنجا کجا باشد در او ؟,ای محمّد ، ای کسی که تمام اجزای وجود من از عشق تو آکنده است . تو بگو آخر چگونه ممکن است توبه در جسم و جانم بگنجد ؟
170,901) توبه را زین پس ز دل بیرون کنم / از حیاتِ خُلد توبه چون کنم ؟,بعد از این توبه را از دلم بیرون می کنم . آخر چطور ممکن است که از زندگی جاودان توبه کنم ؟
171,902) عشق ، قهّارست و من مقهورِ عشق / چون شِکر شیرین شدم از شورِ عشق,عشق ، قهّار است و من مغلوب عشقم . از شور و شوق عشق مانند شِکر شیرین شده ام .
172,903) برگِ کاهم پیشِ تو ای تندباد / من چه دانم که کجا خواهم فتاد ؟,ای طوفان ، در برابرِ تو همچون پَرِ کاهی ناچیز هستم . من چه می دانم که سرانجام کجا خواهم افتاد ؟
173,904) گر هِلالم ، گر بِلالم ، می دوم / مُقتَدیِّ آفتابت می شوم,چه مانند هِلالِ ماه ، لاغر و نزار باشم و چه بِلال باشم در هر دو صورت تاج خورشید وجود تو هستم . 
174,905) ماه را با زَفتی و زاری چه کار / در پی خورشید پوید سایه وار,ماه با ستیری و لاغری کاری ندارد . بلکه کارِ ماه اینست که سایه وار به دنبال خورشید حرکت کند . 
175,906) با قضا هر کو قراری می دهد / ریشخندِ سَبلَتِ خود می کنَد,هر کس با وجود قضای الهی روی اراده و اختیار خود تکیه کند . مسلماََ خود را مسخره کرده است .
176,907) کاه برگی پیشِ باد ، آنگه قرار ؟ / رستخیزی ، و آنگهانی عزمِ کار ؟,برگِ کاهی چگونه ممکن است که در برابر باد قرار گیرد و ثابت و بی حرکت بماند ؟ و چگونه ممکن است قیامت بر پا شود و آنگاه کسی قصد انجام عمل کند ؟
177,908) گُربه در انبانم اندر دستِ عشق / یک دمی بالا و یک دم پستِ عشق,من در دستِ تصرّفاتِ عشق محمّد (ص) مانند گربه ای هستم که درون کیسه ای انداخته اند . گاهی به سرِ کیسه می افتم و گاه به تهِ کیسه .
178,909) او همی گرداندم در گِردِ سَر / نه به زیر آرام دارم ، نه زَبَر, مرا دُورِ سرش می چرخاند یعنی همانطور که شخصی گربه ای را در کیسه می اندازد و آن کیسه را با تمام قدرت دور سرش می چرخاند آرام نمی گیرد .
179,910) عاشقان در سیلِ تند افتاده اند / بر قضایِ عشق ، دل بنهاده اند,عشّاق در سیلابِ خروشان عشق افتاده اند و دل به حکم و مقتضای عشق سپرده اند . یعنی عشّاق از خود بُریده اند و تسلیم عشق شده اند .
180,911) همچو سنگِ آسیا اندر مَدار / روز و شب گردان و  نالان بی قرار,عشُاق مانند سنگ آسیا روز و شب در گردش و ناله و بی قراری اند .
181,912) گردِشَش بر جُوی جُویان شاهد است / تا نگوید کس که آن جُو راکد است,گردش سنگِ آسیا بر جویندگانِ جُوی گواه است . تا کسی نگوید که آن جُوی ، ساکن و بی حرکت است .
182,913) گر نمی بینی تو جُو را در کمین / گردشِ دولابِ گردونی ببین, اگر تو جویِ سیّال و مخفیِ عشق را نمی بینی . لااقل به گردشِ سنگ چرخانِ آسیا نگاه کن .
183,914) چون قراری نیست گَردون را از او / ای دل ، اختروار ، آرامی مجو,چون فلک بواسطۀ عشق ، صبر و قراری ندارد . دلا تو نیز مانند ستارگان افلاک باش و خواهان سکون و آرامش مباش 
184,915) گر زنی در شاخ دستی ، کی هِلَد ؟ / هر کجا پیوند سازی ، بِسکُلَد,اگر برای ثبات و سکون خود شاخه ای را بگیری تقدیر عشق الهی تو را چگونه رها می کند ؟
185,916) گر نمی بینی تو تدویرِ قَدَر / در عناصِر جوشش و گردش نگر,اگر تو نمی توانی این کار را ببینی که تقدیر عشق الهی همه چیز را به گردش و دَوَران درمی آورد . به حرکت و جنبش عناصر طبیعی نگاه کن . 
186,917) زآنکه گردشهای آن خاشاک و کف / باشد از غَلیانِ بحرِ با شرف, زیرا حرکات خاشاک و کفِ دریا از جوش و خروش دریای با شرف حاصل شده است . 
187,918) بادِ سرگردان ببین اندر خروش / پیشِ اَمرش موجِ دریا بین به جوش,بادِ سرگردان را نگاه کن که در حال توفیدن است و دریا را ببین که به فرمان او امواج خروشان پدید می آورد .
188,919) آفتاب و ماه ، دو گاوِ خَرآس / گِرد می گردند و می دارند پاس,آفتاب و ماه مانند دو گاوی هستند که آسیا را می گردانند . یعنی آن دو به دورِ خود می گردند و حفاظت می کنند .
189,920) اختران هم خانه خانه می دوند / مَرکبِ هر سعد و نحسی می شوند, ستارگان نیز منزل به منزل در حرکت اند و حاملِ نیکبختی و نُحوست می شوند
190,921) اخترانِ چرخ گر دُور اند هَی / وین حواست کاهل اند و سُست پَی,هان ای تنسان اگر ستارگانِ فلک از تو دورند و حواس تو نیز ضعیف و ناتوان است . 
191,922) اخترانِ چشم و گوش و هوشِ ما / شب کجااند و به بیداری کجا ؟,به چشم و گوش و عقل ما که همچون ستارگانِ آسمان اند بنگر که در شب به چه کاری مشغول اند و در بیداری کجا هستند ؟
192,923) گاه در سعد و وصال و دلخوشی / گاه در نحس و فراق و بیهُشی, ستارگان چشم و گوش و عقل ما گاهی حالت سعادت و وصال و شادمانی دارند . و گاهی حالت نحسی و فراق لاشعوری .
193,924) ماهِ گردون چون درین گردیدن است / گاه تاریک و ، زمانی روشن است,چون ماهِ آسمان نیز در گردش است . گاه تاریک می شود و گاه روشن . یعنی ماه نیز همچون حواس ما حالاتی مختلف دارد .
194,925) گه بهار و صیفِ همچون شهد و شیر / گه سیاستگاهِ برف و زَمهَریر,گاهی بهار و تابستانِ فرحبخش از راه می رسد و گاهی کیفرگاه و سرمای شدید زمستان خود را نشان می دهد .
195,926) چونکه کلّیّات پیشِ او چو گَوست / سُخره و سجده کنِ چوگانِ اوست,از آنرو که همۀ موجودات در برابر چوگانِ مشیّت الهی مانند گُویِ غلطان ، تسلیم و مطیع هستند .
196,927) تو که یک جزوی دلا زین صد هزار / چون نباشی پیشِ حُکمش بی قرار ؟, ای دل تو که جزیی از آن صد هزار موجود بشمار می آیی چرا در برابر فرمان او بی تاب و بی قرار نیستی ؟
197,928) چون ستوری باش در حکمِ امیر / گه در آخُر حبس ، گاهی در مسیر,نسبت به حکم حضرت حق ، مانندِ مرکوبی باش که تحتِ فرمانِ صاحب و فرمانروایی خود است که گاهی او را در آخور می اندازد و حبس می کند و گاهی او را به سیر و گردش می برد . 
198,929) چونکه بر میخت ببندد ، بسته باش / چونکه بگشاید ، برو ، برجسته باش, هر گاه به مشیّت خود تو را بر میخِ قضا بست و تو دچار قبض شدی . بسته باش و تقلّا مکن که خود را رها کنی . و هر گاه تو را باز کرد و رها نمود چالاک باش . 
199,930) آفتاب اندر فلک کژ می جهد / در سیه رویی خُسوفش می دهد, هر گاه آفتاب در فلک از مسیر معینِ خود کج رود و منحرف شود . با کسوف رویش را تیره و منکدر می کند .
200,931) کز ذَنَب پرهیز کن ، هین هوش دار / تا نگردی تو سیه رُو دیگ وار,ای خورشید از نزدیک شدن به نقطۀ ذَنَب پرهیز کن تا مانندِ دیگ رویت سیاه نشود . 
201,932) ابر را هم تازیانۀ آتشین / می زنندش کآنچنان رو ، نه چنین, به ابر نیز تازیانه های آتشین می زنند که چنان حرکت کن و چنین حرکت مکن
202,933) بر فلان وادی ببار ، این سو مبار / گوشمالش می دهد که گوش دار,ابر را گوشمالی می دهند که باید به امر و نهی ما توجّه کنی . برو بر فلان بیابان ببار . این طرف مبار .
203,934) عقلِ تو از آفتابی بیش نیست / اندر آن فکری که نهی آمد ، مایست,عقل تو عظیم تر از آفتاب نیست . لذا در هر اندیشه ای که خداوند تو را از آن نهی کرده درنگ مکن و در آن اصرار مورز .
204,935) کژ مَنه ای عقل تو هم گامِ خویش / تا نیاید آن خُسوفِ رُو به پیش,ای عقل ، تو نیز در راه انحراف قدم مگذار تا روسیاهی برایت پیش نیاید .
205,936) چون گُنه کمتر بُوَد ، نیم آفتاب / مُنخَسِف بینی و نیمی نورتاب,وقتی گناه سبک تر باشد . نیمه ای از خورشید را تاریک می بینی و نیمه ای را روشن .
206,937) که به قدرِ جُرم می گیرم تو را / این بُوَد تقدیر در داد و جزا, پس ای انسان با توجه به تمثیل کسوفِ خورشید به اندازۀ وزنِ گناهت تو را کیفر می دهم . اینست بیان الهی در بارۀ اجرای عدل و عقاب .
207,938) خواه نیک و ، خواه بَد ، فاش و سَتیر / بر همه اشیا ، سمیعیم و بصیر,اعمالت چه خوب باشد و چه بد . آشکار باشد یا پنهان . ما بر همه چیز شنوا و بیناییم .
208,939) زین گذر کن ای پدر ، نوروز شد / خلق از خلّاق ، خوش پَدفوز شد,پدر جان از قیل و قال و سخنان کهنه و تقلیدی بگذر که نوروز فرا رسیده است . و خلایق از آفریدگار جهان ، شیرین کام شده اند .
209,940) باز آمد آبِ جان در جویِ ما / باز آمد شاهِ ما در کویِ ما,دوباره آبِ حیات جذباتِ الهی در جویبار وجود ما جاری شد . و درباره شاه ما که شاه حقیقت است به کوی ما باز آمد .
210,941) می خرامد بخت و دامن می کشد / نوبتِ توبه شکستن می زند,بخت و اقبال معنوی خرامان و دامن کشان می آید و وقت توبه شکستن را اعلام می کند . 
211,942) توبه را بارِ دگر سیلاب بُرد / فرصت آمد ، پاسبان را خواب بُرد, یک بار دیگر سیلاب عشق تاختن آورد و بساط توبه را از دلم برکند و با خود بُرد . موقعیّتی فراهم شد که خواب بر نگهبان غلبه کند . 
212,943) هر خُماری مست گشت و باده خَورد / رخت را امشب گرو خواهیم کرد,هر آدم خماری بار دیگر شراب خورد و مست شد . ما نیز امشب جامه و اثاثمان را گرو خواهیم گذاشت .
213,944) زآن شرابِ لعلِ جانِ جان فزا / لعل ، اندر لعل ، اندر لعلِ ما,از نوشیدن آن شرابِ سرخ معنوی که روح و جان را تقویت می کند ما به لعلِ در لعلِ در لعل تبدیل شدیم . یعنی به کمال ذوق و کشف رسیدیم .
214,945) باز خرّم گشت مجلس ، دلفروز / خیز ، دفعِ چشمِ بَد ، اسپند سوز, دوباره محفلِ روحانی ما رونق یافت . بلند شو برای رفعِ چشم زخم اسفند دود کن . 
215,946) نعرۀ مستان ، خوش می آیدم / تا ابد جانا چنین می بایدم,بانگ و فریاد مستانِ بادۀ الهی برایم دلنشین می آید . ای جان ، یعنی الهی که این مستان تا ابد با حال وجد اینگونه فریاد برآورند .
216,947) نک هِلالی با بِلالی یار شد / زخمِ خار او را گُل و گُلنار شد,هر چند جسم بلال همچون هلالِ ماه ، باریک و زرد شده است . ولی ضرباتِ تازیانه در نظرش همچون گُل و گُلزار ، لطیف و دلنشین جلوه کرده است 
217,948) گر ز زخمِ خار ، تن غربال شد / جان و جسمم گُلشنِ اقبال شد,گر چه بدنم بر اثر ضربات تازیانه ، همچون غربال سوراخ سوراخ شده است . ولی جسم و جانم به گلستان بخت و اقبال معنوی مبدّل شده است .
218,949) تن به پیشِ زخَمِ خارِ آن جهود / جانِ من مست و خرابِ آن وَدود,بدنم زیر ضربات تازیانه آن کافر قرار گرفته است . ولی جانم مست و خراب آن خدای مهربان است . 
219,950) بوی جانی سویِ جانم می رسد / بویِ یارِ مهربانم می رسد,بوی جانی به جانِ من می رسد . یعنی رایحۀ دلنواز حضرت معشوق را با مشام دل می شنوم . بوی محبوب مهربانم را استشمام می کنم .
220,951) از سویِ معراج آمد مصطفی / بر بِلالش حَبّذا لی حَیّذا,چون حضرت محمّد مصطفی (ص) از معراج بازگشت به بلال فرمود : خوشا بر تو ، خوشا بر تو .
221,952) چونکه صدّیق از بِلالِ دَم دُرُست / این شنید ، از توبۀ او دست شُست, چون ایوبکر صدّیق از بلالِ راستگو و خوش نَفَس این سخنان را شنید . از توبه دادن او منصرف شد .
222,3116) کودکی در پیشِ تابوت پدر / زار می نالید و برمی کوفت سر,کودکی پیشاپیش تابوت پدر خود  ، زار زار می گرید و بر سر و روی خود می زند .
223,3117) کِای پدر آخر کجاات می برند ؟ / تا تو را در زیرِ خاکی بفشُرند, آن کودک با گریه می گفت : آخر ای پدر تو را دارند به کجا می برند ؟ می برند که تو را به خاک بسپرند .
224,3118) می بَرندت خانۀ تنگِ و زَحیر / نَی در او قالی و ، نَه در وی حصیر, تو را به خانه ای تنگ و دردناک می برند که در آن خانه نه فرشی هست و نه حصیری
225,3119) نَی چراغی در شب و نَه روز ، نان / نَی در او بویِ طعام و ، نَه نشان, در شب نه چراغی دارد و در روز نه نانی ، نه از آنجا بوی غذا می آید و نه نشانی از آن
226,3120) نَی درِ معمور ، نَی در بام راه / نَی یکی همسایه کو باشد پناه, آن خانه نه در و درگاه آباد دارد و نه راهی به سطحِ زمین . و نه همسایه ای هست که یاور و پشتیبان تو باشد .
227,3121) جسمِ تو که بوسه گاهِ خلق بود / چون رود در خانۀ کور و کبود ؟,جسمِ تو که زمانی از طرفِ مردم ، بوسه باران می شد . اکنون چگونه در گورِ تنگ و تاریک فرو می رود ؟ 
228,3122) خانۀ بی زینهار و جای تنگ / که در او نَه روی می ماند نَه رنگ,گور ، خانه ای است فاقدِ امان و پناه و جایی است تنگ که در آن ، نه چهره ای می ماند و نه آب و رنگی .
229,3123) زین نَسَق اوصافِ خانه می شمرد / وز دو دیده ، اشکِ خونین می فشرد,خصوصیات گور را می شمرد . و از دو چشمش ، اشکِ حسرت سرازیر می کرد .
230,3124) گفت جوحی با پدر : ای ارجمند / والله این را خانۀ ما می بَرند,جوحی خطاب به پدر گفت : پدرِ عزیزم ، معلوم می شود که این تابوت را به خانۀ ما می برند 
231,3125) گفت جوحی را پدر : ابله مشو / گفت : ای بابا ، نشانی ها شنو,پدرِ جوحی به او گفت : اینقدر احمق نباش . جوحی گفت : ای پدر ، به نشانی هایی که می دهد خوب گوش کن .
232,3126) این نشانی ها که گفت او یک به یک / خانۀ ما راست ، بی تردید و شک,این نشانه هایی که این بچه می دهد ، بی هیچ شک و تردیدی دقیقاََ نشانه های خانۀ ماست .
233,3127) نَی حصیر و ، نَه چراغ و ، نَه طعام / نه درش معمور و ، نه صحن و ، نه بام,خانۀ ما هم همینطور است که او می گوید . یعنی نه حصیری دارد و نه چراغی و نه غذایی ، نه درش آباد است و نه حیاط و بام دارد .
234,3128) زین نَمَط دارند بر خود صد نشان / لیک کی بینند آن را طاغیان ؟,بدین سان آدم های سرکش و طاغی ، صد نشانه از این قبیل را با خود دارند . ولی آنها چگونه ممکن است این نشانه ها را مشاهده کنند ؟
235,3129) خانۀ آن دل که مانَد بی ضیا / از شعاعِ آفتابِ کبریا,خانۀ دلی که از پرتوِ آفتابِ حضرت حق تعالی نوری نگیرد .
236,3130) تنگ و تاریک است چون جانِ جُهود / بی نوا از ذوقِ سلطانِ وَدود,چنین قلبی مانند روح و روانِ حق ستیزان ، تنگ و تاریک است و از نفحات و ذوقِ پادشاه مهربان عالم وجود بی بهره است . 
237,3131) نَی در آن دل ، تافت تابِ آفتاب / نَی گشادِ عرصه و ، نه فتحِ باب,در آن قلب نه انوار آفتاب می تابد و نه برای آن عرصه ای وجود دارد و نه دری به روی آن گشوده می شود .
238,3132) گور ، خوشتر از چنین دل ، مَر تو را / آخِر از گورِ دلِ خود ، برتر آ,گور برای تو بهتر از قلبِ تیره و تار و فاقد معرفت است . آخر گامی از گورِ قلبت فراتر بگذار .
239,3133) زنده یی و زنده زاد ای شوخ و شَنگ / دَم نمی گیرد تو را این گورِ تنگ ؟,تو زنده ای و از موجودی زنده متولّد شده ای . ای شوخ و شیرین رفتار آیا نفس تو از این گور تنگ و تاریک بند نمی آید ؟
240,3134) یوسفِ وقتیّ و ، خورشیدِ سَما / زین چَه و زندان برآ و ، رُو نما,تو یوسفِ زمانی و خورشیدِ آسمان ، از این چاه و زندان بیرون بیا و خود را نشان بده .
241,3135) یونس ات در بطنِ ماهی پخته شد / مَخلَصش را نیست از تسبیح ، بُد,یونسِ تو ( روحِ تو ) در شکمِ ماهی ( کالبد جسمانی ) به هلاکت رسید . برای رهایی از تباهی و هلاکت ، چاره ای ندارد جز پرداختن به تسبیح الهی .
