poetry,text
گر کسی مهمان رسد ، گر من منم / شب بِخُسبد ، قصد دلقِ او کنم ,اگر کسی به عنوان مهمان بر ما وارد شود . با این حال فقر و فاقه ای که من دارم . ناچار شبانه برمی خیزم و جامۀ ژنده او را مورد دستبرد قرار می دهم . [ ( خُسبیدن = خوابیدن ) ( دَلق = جامه ژنده درویشان . توضیح بیشتر در شرح بیت 685 همین دفتر آمده است ) ]
بهرِ این گفتند دانایان به فن : / میهمان مُحسِنان باید شدن,دانایان و بینایان برای همین است که گفته اند : باید مهمان نیکوکاران شد نه مهمان ما بینوایان . تا فسادی به ظهور نرسد ]
تو مرید و میهمانِ آن کسی / کو رباید حاصلت را از خسی,ای طالب تو مرید و مهمان کسی شده ای که او از فرومایگی ، حاصل دین و عُمرت را تباه می کند . در اینجا مولانا به طالبان حقیقت هشدار می دهد که بر خوانِ تهی از رزق معنوی مسند نشینان مدعی ننشینند . تا متاع گرانقدر دین و ایمانشان به دست آنان به یغما نرود . ( خَسی = فرومایگی و پستی ) ]
نیست چیره ، چون تو را چیره کند ؟ / نور ندهد ، مر تو را تیره کند,او خودش شخصا از لحاظ نَفس ، چیره و توانا نیست . پس چگونه می تواند تو را چیره کند . این شخص نه تنها چشم های تو را نورانی نتواند کرد بلکه دیدگانت را نیز تیره و تار می نماید .
چون وَرا نوری نبود اندر قِران / نور ، کی یابند از وی دیگران ؟,چون آن مدعی ارشاد ، خودش نوری ندارد . پس چگونه دیگران از او نور خواهند گرفت . او که نوری با او قرین و پیوسته نیست . چه سان دیگران از او روشنی گیرند . [ قِران ، در لغت به معنی بستن و پیوستن دو چیز به یکدیگر است و در اصطلاح نجومی ، دو ستاره ای را گویند که در یک برج به یک درجه رسند . لذا آن دو را مُقتَرِن گویند . ( فرهنگ اصطلاحات نجومی ، ص 580 ) ]
همچو اَعمَش کو کند داروی چَشم / چه کَشَد در چشم ها الّا که پَشم ؟,آنکه بیهوده دعوی ارشاد خلایق دارد مانند آن کسی است که خودش از ضعف بینایی رنج می برد ولی می گویند چشم بیمار دیگر را علاج کند . مسلماََ این شخص ، چشم بیمار را رنجورتر می سازد . [ زیرا به جای درمان ، پشم و یا هر یز کور کننده دیگر را به چشم او می کشد . مانند مرشدان دروغینی که به جای ارشاد سالک ، چشم باطنی او را کور می کنند . ] – در بعضی از نسخه ها یَشم ( = سنگ پودر کننده یشم ) آمده که غلط است و استاد نیکلسون نیز آن را غلط می داند . ( شرح مثنوی معنوی مولوی ، دفتر اول ، ص 333 )
حالِ ما این است در فقر و عَنا / هیچ مهمانی مبا مغرورِ ما,ادامه حکایت : زن به شوهرش گفت : این است حال ما که در فقر و رنج به سر می بریم . خدا کند مهمانی گول ما را نخورد و به خانه ما نیاید . [ عنا = رنج و سختی . مبا = مخفف مباد ]
قحطِ ده سال ، ار ندیدی در صُوَر / چشم ها بگشا و اندر ما نگر,اگر نشانه های قحطی ده ساله را در رخساره ها ندیده ای چشم بگشا و دیده باز کن و به رخسار ما نگاه کن . [ قحط ده سال = کنایه از خشکسالی و قحط متوالی . ( شرح مثنوی شریف ، ج 3 ، ص 970 ) ]
ظاهرِ ما چون درونِ مُدّعی / در دلش ظلمت ، زبانش شَعشَعی ,ظاهر ما همانند سیرت و قلب مدعیان است یعنی مانند قلب مدعی ژاژخا . تاریک است ولی زبانش نورانی و مشعشع است . یعنی کلمات و الفاظ پُر رونق بر زبان می آورد . اما دلی سیاه دارد . [ شعشعی = تابناک ]
از خدا بویی نه او را ، نَی اثر / دعوی اش افزون ز شیث و بوالبشر,این مدعی دروغین ارشاد ، از خدا رنگ و بویی ندارد ولی با این حال در ادعا از حضرت شیث پیامبر و آدم ابوالبشر نیز فراتر رفته و خود را بالاتر از آنها می داند . [ شیث = فرزند حضرت آدم (ع) . شیث در لغت عبرانی به معنی هِبَةالله ( = بخشش خدا ) است . زیرا که حق تعالی علوم وهبی و عطایای الهی را در دل این پیامبر القا کرده است . در تصوف شیث ، حاکی از تفصیل و انبساط وجود و یا نَفسِ رحمانی است . ( شرح فصوص الحکم ، ج 1 ، ص 106 ) ]
دیو ننموده وَرا هم نقشِ خویش / او همی گوید : ز اَبدالیم و بیش,در حالیکه شیطان ، او را لایق این ندانسته که خود را به او نشان دهد . یعنی حتی دیو و اهریمن نیز ننگ دارند از اینکه او را همراز و همراه خود کنند . ولی او مدعی است که مقامش از اولیاءالله و ابدال نیز بالاتر است . [ ابدال = به شرح بیت 264 همین دفتر رجوع کنید ]
حرفِ درویشان بدزدیده بسی / تا گمان آید که هست او خود کسی,این مرشد دروغین ، سخنان و کلمات مخصوص اولیاءالله و درویشان بی خویش را که براستی مرتبه فقر و حقیقت را دریافته اند . می دزدند تا مردم گمان کنند که او حقیقتا مقامی در عرفان دارد . [ یعنی او کارش این است که فقط اصطلاخات درویشان و صوفیان را حفظ کند و در مجالس بدان تفوّه نماید تا دیگران را مفتون و شیفته خود سازد . حرف درویشان را می دزدد تا ساده دلان را به دام خود بینی های خود افکند . ]
خرده گیرد در سخن بر بایزید / ننگ دارد از وجودِ او یزید,در مقام حرف و سخن حتی به مقام والای بایزید هم ایراد وارد می کند . در حالیکه یزید بن معاویه با آن همه دنائتِ روح از باطن تیره و پلید او ننگ دارد و از او بیزاری می جوید . [ بایزید بسطامی ، از اکابر صوفیه سده سوم هجری ، نیای او گبر بود و سپس مسلمان شد . وی از اقران احمد خضرویه و ابو حَفص و یحیی معاذ است و شفیق بلخی را نیز دیده است . ( نفحات الانس ، ص 84 ) . وی با زبان خاص خود ، عقیده به وحدت وجود را بیان می داشته است ]
بی نوا از نان و خوانِ آسمان / پیش او ننداخت حق ، یک استخوان,این مدعی نادرست که این همه دم از مقامات عرفانی می زند . هیچ نصیب و حصّه ای از معانی غیبی و حقایق آسمانی ندارد بطوریکه حق تعالی او را به اندازه سگ درگاهش نیز به رسمیت نشناخته که پاره استخوانی جلویش بیندازد . [ نان و خوان = کنایه از معانی غیبی و حقایق الهی ]
او ندا کرده که خوان ، بنهاده ام / نایب حقّم ، خلیفه زاده ام,با این حال این مرشد شیاد ، فریاد می زند که من سفرۀ گسترده ای از معارف و ارزاق معنوی گسترده ام . زیرا منم نایب حق و منم فرزند خلیفة الله که حضرت آدم ابوالبشر و انسان کامل باشد .
الصّلا ، ساده دلان پیچ پیچ / تا خورید از خوانِ جُودم سیر ، هیچ,ای ساده دلانِ راه به جایی نبرده ، بیایید تا از سفره جود و کرم من ، «هیچ» را بخورید .[ در اینجا مولانا بر سبیل طنز و استهزاء ، این مدعی فریبکار را فاقد هر گونه حقایق و کمال معنوی دانسته و او را پوچ و توخالی معرفی می کند . ] – صَلا = به تازی آتش است . آتش افروختن برای دعوت به مهمانی و اعلام حوادث بکار می رفته است . عرب بر سرِ پشته ها و کوههای بلند ، آتش روشن می کرد تا اگر گرسنه و دورافتاده ای خواهان طعام باشد به دلالت آتش ، بر سرِ سفره آنها حاضر شود و غذا بخورد . ( شرح مثنوی شریف ، ج 3 ، ص 971 )
سالها بر وعدۀ فردا کسان / گِردِ آن در گشته فردا نارَسان,سالیانی بس طولانی ، مردم بر وعدۀ فردای او گِردِ خانه اش می گردند ولی آن فردا هرگز نخواهد رسید . [ مولانا در چند بیت فوق مدعیان فریبکار را که به لباس ارشاد و شیخی درمی آیند و مردم و مریدان ساده دل را به بیراهه می برند معرفی کرده است . یعنی هر آدم دون و فرومایه ای که در قید و بند نَفس و هوی است نمی تواند دستگیری کند . از اینرو نجم رازی برای خصوصیات مقام ارشاد ، بیست شرط را قائل شده است که از جمله آنهاست : ایثار ، توکل ، تسلیم ، رضا ، وقار ، عفو ، حلم ، حُسن خُلق ، علوّ همّت ، سخاوت شجاهت ، عقل ، عفت و … ( مرصاد العباد ، ص 236 تا 249 ) ( نارَسان = چیزی که حاصل نشود و به دست خواهان آن نرسد ) ]
دیر باید تا که سِرِ آدمی / آشکارا گردد افزون و کمی,زمانی دراز لازم است تا سِر و گوهر آدمی آشکار گردد . و معلوم گردد که در پسِ این چهره های به ظاهر پسندیده و خوشنما چه باطنی وجود دارد .
زیرِ دیوارِ بَدن گنج است ، یا / خانۀ مار است و مور و اژدها ؟,آیا زیرِ دیوارِ بدنِ آدمی ، گنجی نهفته شده و. یا خانه مار و مور و اژدهاست ؟ یعنی آیا درون آدمی آکنده از معارف و حقایق ربانی است یا مَکمَنِ اخلاق پلید و افکار خبیث ؟ [ گذر زمان هویت آدمیان را بر ملا می کند ]
چونکه پیدا گشت کو چیزی نبود / عُمرِ طالب رفت ، آگاهی چه سود ؟,وقتی که زمانی دراز گذشت سرانجام برای طالب آشکار می گردد که مرشد او صاحب معرفتی نبوده و عُمرِ او به تباهی سپری شده است و حال اگر طالب ، تازه متوجه این اتلاف عمر شود چه سودی دارد ؟ و دیگر عمر هدر رفته باز نمی گردد . [ رویهم رفته معرفت نفسِ آدمی ، امری بسیار مشکل و مهم است . چنانکه ملاصدرا معرفت نفس را مفتاح همه علوم می داند و می گوید : « هر که معرفت نفس حاصل نکرده خدا را نشناسد » ( رساله سه اصل ، ص 13 ) ]
لیک نادر طالب آید کز فروغ / در حقِ او نافع آید آن دروغ,کم پیش می آید که جوینده و طالبی که خود برخوردار از نور هدایت است . مرشد دروغین برای سلوک او مفید افتد . [ گاه می شود که سالک با نیّت پاک تحت ارشاد پیری دروغین قرار می گیرد و او به اهداف عالیه هدایت می رسد . ولی پیر دروغین در آتش هوی پرستی خود می سوزد . البته این مورد بسیار کم اتفاق می افتد ]
او به قصد نیکِ خود جایی رسد / گرچه جان پنداشت ، و آن آمد جسد,آن مرید سالک با نیّت نیک خود به هدایت راه می برد . گرچه او آن پیر دروغین را جان و روان می پندارد . ولی در واقع آن پیر مدّعی ، همچون جسد فاقد جان است و دارای حسیات معنوی نیست .
چون تحرّی در دلِ شب قبله را / قبله نی و آن نماز او روا,برای مثال ، کسی که برای نمازگزاردن در دل شب . قبله را بجوید و پیدا نکند . باز هم نمازش درست و مقبول است . ( تحرّی = طلب صواب ، جستجو )
مدّعی را قحطِ جان ، اندر سِر است / لیک ما را قحطِ نان بر ظاهرست,مدعی دروغین ، باطناََ و بر حسب درون ، دچار فقر و نداری جان و معناست . از اینرو این فقر و بی مایگی ، مخفی است . ولی فقر ما نسبت به امور مادی ، ظاهر و آشکار است . [ از اینروست که شناخت مرشد صادق از کاذب ، دشوار است ]
ما چرا چون مدعی پنهان کنیم / بهرِ ناموسِ مُزوّر جان کَنیم ؟,ما برای چه فقر ظاهری مان را پنهان کنیم . درست مانند آن مدعی که فقر باطنی اش را کتمان می کند ؟ و برای چه به خاطر حُسن شهرت دروغین و ریایی خود جان بکَنیم و به رنج و تعب گرفتار آییم ؟ ( مُزَوّر = ساختگی و دروغین )
شیر و گرگ و روبهی بهرِ شکار / رفته بودند از طلب در کوهسار,شیر و گرگ و روباه برای شکار به کوهسار رفته بودند .
تا به پشتِ همدگر بر صیدها / سخت بربندند ، بند و قیدها,تا با یاری و کمک یکدیگر ، دامها و بندهای شکار را استوار و محکم ببندند تا صیدها را گرفتار سازند .
هر سه با هم اندر آن صحرای ژرف / صیدها گیرند ، بسیار و شِگرف,هر سه با یکدیگر در آن هامون پهناور و عظیم ، صیدهای زیاد و خوشایندی بگیرند . ( شگرف = نیکو و خوشایند ، عجیب )
گرچه زیشان شیرِ نر را ننگ بود / لیک کرد اِکرام و همراهی نمود,شیر نر اگر چه از آن دو عار داشت . ولی نسبت به آنان بزرگواری کرد و رفاقت نشان داد . ( اِکرام = گرامی داشتن )
این چنین شه را ز لشکر زحمت است / لیک همره شد ، جماعت رحمت است,برای این گونه شاه ، لشکر سبب زحمت می گردد . ولی با آنان همراه شد زیرا جماعت و گروه مایۀ رحمت است . [ اشاره است به حدیث « در جمع و جماعت رحمت است و در جدایی و تفرقه ، عذاب » ( احادیث مثنوی ، ص 31 ) ]
این چنین مه را ز اختر ننگ هاست / او میانِ اختران ، بهرِ سخاست,اینگونه ماه از ستارگان عار دارد . ولی آن ماه میانِ ستارگان بود تا به رفیقان و همراهان خود کَرَم و بزرگواری کند . [ سخا = بخشش و جوانمردی ]
امرِ شاوِرهُم پیمبر را رسید / گرچه رایی نیست رایَش را ندید,برای مثال ، حق تعالی با آیه شریفه 159 سوره آل عمران به پیامبر (ص) دستور می دهد که « در کارها با مسلمان و اصحاب خود رایزنی کن » گرچه هیچ رایی و نظری نمی نواند با رای و نظر پیامبر (ص) برابری و همانندی کند . [ نَدید = همتا و نظیر ]
در ترازو ، چو رفیقِ زَر شده ست / نَی از آنکه جو چو زَر ، گوهر شده ست,مثال دیگر ، در ترازو «جو» همراه و ملازم طلای گرانقیمت است . ولی این همراهی و ملازمت ، دلیل بر آن نمی شود که «جو» ارزشی همانند طلا داشته باشد . [ جو ، مقیاسی بوده است برای فلزات قیمتی نظیر طلا و نقره ]
روح ، قالَب را کُنون همره شده ست / مدّتی سگ ، حارسِ درگه شده ست,مثال دیکر ، روح اینک همراه کالبد است . چنانکه مدتی نیز سگ ، نگهبان درگاه شده بود مانند سگِ اصحاب کهف . ولی این همراهی و ملازمت ، دلیل بر این نیست که روح مانند کالبد باشد و سگ به مقام اصحاب کهف ، واصل  شده باشد . [ ( حارس = نگهبان ، حراست کننده ) . مصراع دوم اشاره است به آیه 18 سوره کهف « … و سگِ آنان ، بازوان خود گشوده بود بر درگاه … ]
چون که رفتند این جماعت سویِ کوه / در رکابِ شیرِ با فرّ و شکوه,وقتی که این گروه رو به سوی کوه نهادند . یعنی گرگ و روباه همراه و ملتزم رکاب شیر با شکوه و عظمت راهی کوه شدند .
گاوِ کوهی و بُز و خرگوشِ زَفت / یافتند و کارِ ایشان پیش رفت,در آنجا گاو کوهی و بُزی کوهی و خرگوشی بس درشت یافتند و کارشان رو به سامان بود . [ زَفت = بزرگ ، ستبر ]
هر که باشد در پیِ شیرِ حِراب / کم نیاید روز و شب او را کباب,هر کسی که مطیع شیرِ جنگی باشد و از او تبعیت کند . روز و شب ، کبابش قطع نمی شود . ( حِراب = جنگ و جنگی ) [ همینطور هر کسی که در خدمت شیران بیشه طریقت و عارفان کامل باشد . از علوم و معارف که روزی و رزق آسمانی و قُوتِ روحانی است بی نصیب نمی ماند . ( شرح مثنوی ولی محمد اکبرآبادی ، دفتر اول ، ص 229 ) ]
چون ز کُه در بیشه آوردندشان / کشته و مجروح و اندر خون کشان ,همینکه شیر و همراهانش ، شکارهایشان را از کوه به سوی جنگل ، کشان کشان آوردند . در حالی که آن شکارها همه کُشته و زخمی بودند .
گرگ و روبه را طمع بود اندر آن / که رود قسمت به عدلِ خسروان,گرگ و روباه در این حد طمع داشتند که شکارها مطابق عدالت شاهانه تقسیم شود . [ عدل خسروان = عدالت شاهان ]
عکسِ طَمعِ هر دوشان بر شیر زد / شیر دانست آن طمع ها را سَنَد,طمعِ گرگ و روباه بر دلِ شیر منعکس شد و حقیقت حالِ آنان به او معلوم گشت و شیر ، سبب و علتِ طمعِ گرگ و روباه را دانست . شیر با یقین و فراست ، ریشۀ منشأ طمعِ آنان را احساس کرد . ( زدن عکس = منعکس شدن ، معلوم شدن . سَنَد = تکیه گاه ، چیزی که بدان اعتماد کنند ، در اینجا به معنی منشأ و سرچشمه ) [ عارف کامل نیز نهانی های افراد را درمی یابد و هیچکس نمی تواند احوال درونی خود را از آنان مخفی کند ]
هر که باشد شیرِ اسرار و امیر / او بدانَد هر چه اندیشه ضمیر ,هر کسی که شیرِ اسرار و سالار حقایق نهفته باشد . هر چه در ضمیرِ دیگران بگذرد . او بدان واقف می شود . [ عارف کامل نیز از درون مردم آگاه است . هر چند که احوال باطنی خود را از او پنهان دارند . از اینروست که بدانان جواسیس القلوب ( مالک قلوب ) گویند ]
هین نگه دار ای دلِ اندیشه خو / دل ز اندیشۀ بدی در پیشِ او,ای دلِ اندیشناک ، آگاه باش و دلت را از اندیشۀ بد و قبیح در محضر او حفظ کن . ( اندیشه خو = دارای طبع و سرشت اندیشه و فکر ، کسی که پیوسته در فکرِ است و نه فکر صواب بلکه خیالات واهی ) [ پس اگر می بینی که اولیاءالله اسرار و مکنوناتِ نهفتۀ دیگران را فاش نمی کنند به این دلیل نیست که واقف نیستند بلکه وقوف دارند ولی به اقتضای اسمِ مبارک «ستّار» آن اندیشه ها و مکنونات را افشا نمی سازند ]
داند و خر را همی راند خموش / در رُخَت خندد برای روی پوش,او تمام افکار و اندیشه های باطنی تو را می داند . و خر را ساکت و آرام می راند . یعنی مماشات می کند و برای پوشاندن اسرارت حتی به رویت لبخند نیز می زند . یعنی در واقع بنا به مصلحت تغافل و تجاهل می کند . [ خر را خموش راندن = کنایه از مماشات کردن ]
شیر چون دانست آن وسواسشان /  وانگفت و داشت آن دَم پاسِشان,شیر با اینکه وسواسهای درونی آن دو را دریافته بود ولی چیزی نگفت و آن دَم ، رعایت حال ایشان را کرد و حرمتِ آنان را نگه داشت . [ وسواس = اندیشه بد که بر دل بگذرد . پاس داشتن = حرمت نگاه داشتن ]
لیک با خود گفت : بنمایم سزا / مر شما را ای خسیسانِ گدا,اما پیشِ خود گفت : ای فرومایگان گدا صفت ، من سزای شما را خواهم داد . به نحوی که شایسته شما باشد .
مر شما را بس نیامد رایِ من ؟ / ظَنّتان این است در اِعطای من ؟,آیا رای و اندیشه من برای شما بسنده و کافی نیست ؟ آیا این چنین در مورد من و بخشش من گمان می کنید ؟ [ اِعطا = بخشیدن ]
ای خِرَد و رایِتان از رای من / از عطاهای جهان آرای من,ای گرگ و روباهی که اندیشه و خِرَدِ شما ، جملگی از رای من ناشی شده و همۀ آنها بر اثر بخشش های جهان گستر من پرید آمده است . [ جهان آرا = آرایش دهنده جهان ، کنایه از گسترده ]
نقش با نقاش چه اِسگالَد دِگر ؟ / چون سِگالِش اوش بخشید و خبر,برای مثال ، نقش چه ارزشی دارد که اندیشه کند و ایرادی به نقاش بگیرد ؟ زیرا که این نقاش است که اندیشه و آگاهی را به وی داده است . یعنی وجود نقش و نگار ، نشانی است از اِعمال فکر و نظر . [ همینطور بنده را نرسد که با حق ستیزد . ( سگالیدن = اندیشیدن و فکر کردن ) ]
این چنین ظَنِ خسیسانه به من / مر شما را بود ؟ ننگانِ زَمَن,آیا در حقِ من اینگونه گمانِ پَست دارید ؟ در حالی که مردم زمانه از وجود شما ننگ دارند . [ زَمَن = زمان و روزگار ]
ظانّین بِالله ظنَ السُوء را / چون منافق سر بیندازم جدا,آنان که نسبت به خداوند گمان بد برند . باید همانند منافقان ، سرشان را قطع کنم . [ مصراع اول اشاره است به قسمتی از آیه 6 سوره فتح « و تا اینکه مردان و زنان منافق و مردان و زنان مشرک را که به خدا گمان بد می برند عذاب کند » ]
وارهانم چرخ را از ننگتان / تا بماند در جهان این داستان,جهان را از ننگ و عار شما رها سازم . تا این حکایت در دنیا باقی ماند و جهانیان از این ماجرا عبرت گیرند .
شیر با این فکر می زد خنده فاش / بر تبسّم هایِ شیر ، ایمن مباش,شیر با اینکه این فکرها و اندیشه ها را می کرد . با این حال ، آشکارا لبخند می زد اما بدان که نباید بر تبسم شیر آسوده و ایمن باشی . [ چه ممکن است در پسِ این حالت خنده و تبسم ، خشمی آتشین و جانگداز نهفته باشد . شیر ، هنگام خشم ، دندانهای خود را نمایان می کند و شخص نادان دچار خیال خام می شود و به غلط گمان می کند که شیر ، در حال تبسم و نشاط است . از اینرو فارغ و آسوده به کار خود مشغول می شود . در حالیکه شیر در این حالت قصد هجوم و دریدن او را دارد .
مالِ دنیا شد تبسّم هایِ حق / کرد ما را مست و مغرور و خَلَق,مالِ دنیا تبسّم و لبخند حق تعالی است و همین مال ، ما را مست و غافل و ژنده و پوسیده کرده است . [ خَلَق = ژنده و کهنه و پوسیده ]
فقر و رنجوری به استت ای سَنَد / کآن تبسّم ، دامِ خود را بر کَنَد,ای شخصِ مورد اعتماد ، بدان که ترش رویی دنیا . یعنی فقر و رنجوری و تهیدستی برای تو بهتر است . زیرا آن لبخند یعنی خوشی دنیا ، سرانجام دامِ خود را آشکار می سازد . [ پس مالِ دنیا و مقامِ ظاهری ، در واقع نوعی و جلوه ای از تبسّم الهی است و شخصِ جاهل نمی داند که در باطن این تبسّم ، خشمی آتشین و هلاکتبار نهفته است . پس مفتون و فریفتۀ آن می شود و دل بدان می بازد .و سرانجام به دام هلاک در می افتد . در آیه 182 سوره اعراف ، خداوندِ حکیم این حال را استدراج نام داده است و می فرماید : « آنان که به تکذیب آیات ما پردازند . به استدراج گرفتارشان سازیم از آنجا که هیچ ندانند » . استدراج در لغت به معنی این است که شخص به تدریج و درجه درجه به سوی امری مکروه و بدفرجام کشیده شود . درست مانند آنکه از ابتدای ساحل دریا خود را به آب می زند و این امر ، باعث نشاط و سرخوشی او می شود و با اشتیاق و سرمستی اندک اندک جلوتر می رود و آنقدر پیش می رود که ناگهان خود را در نقطه عمیق و پُر موج دریا احساس می کند . هر چه دست و پا می زند و تقلّا می کند کمتر نتیجه می گیرد و سرانجام ، غریق امواج خروشان دریا می شود . شخص تبهکار و بدرفتار نیز در دنیا به کامرانی و عیش و هوسرانی مشغول می شود . بی خبر از اینکه تدریجاََ رو به سوی سیاه بختی و بدفرجامی پیش می رود و بالاخره تازیانۀ جان ستان روزگار ، بر گُرده اش فرود می آید و او را تباه و سیه گلیم می سازد و بر خاکِ بدبختی اش می نشاند . ]
گفت شیر : ای گرک این را بخش کن / مَعدِلت را نو کن ای گرگِ کُهُن,شیر به گرگ گفت : ای گرگ ، این شکارها را بین ما تقسیم کن . ای گرگِ سالمند ، عدالت خود را نشان بده . [ کهن در اینجا بر سبیل طنز بکار رفته است . یعنی ای گرگِ کارکشته و آزموده . (   مَعدِلَت = عدل و داد ) ]
نایبِ من باش در قسمت گری / تا پدید آید که تو چه گوهری ؟,در تقسیم ، تو جانشین من باش تا گوهر و اصلِ ذاتت ، شناخته و معلوم گردد که تو چه اصل و خمیرمایه ای داری . [ زیرا جوهر افراد صفت آنان است . آیا دادگر است یا ستمگر ؟ ]
گفت : ای شه ، گاوِ وحشی ، بخشِ توست / آن بزرگ و تو بزرگ و زَفت و چُست,گرگ گفت : ای شاه و ای سلطانِ جنگل ، گاوِ وحشی ، قسمتِ تو باشد . زیرا گاوِ وحشی بزرگ است و تو نیز بزرگ و سترگ و چالاکی . [ زَفت = بزرگ و ستبر . چُست = چالاک ]  
بُز مرا ، که بُز میانه است و وسط / روبَها ، خرگوش بِستان بی غلط,ولی این بُز هم سهمِ من باشد که اندامی میانه و متوسط دارد . از اینرو مناسبت حالِ من است و ای روباه ، قسمتِ تو نیز همین خرگوش است . آن را بگیر بی آنکه خطایی مرتکب شوی . [ بِستان = از مصدر ستاندن به معنی گرفتن ]
شیر گفت : ای گرگ چُون گفتی ؟ بگو / چون که من باشم ، تو گویی ما و تو ؟,شیر به گرگ گفت : ای گرگ چه گفتی ؟ یک بار دیگر حرفت را تکرار کن ؟ یعنی با چه گستاخی و جُراَتی این گونه حرف زدی ؟ بگو ببینم در جایی که من جضور داشته باشم تو با چه جراَتی اظهار وجود می کنی و از خودبینی و «مایی» و «تویی» حرف می زنی .
گرگ ، خود چه سگ بُوَد کو خویش دید / پیشِ چون من ، شیرِ بی مِثل و نَدید ؟,گرگ چه سگی است که در حضور شیری مانند من که بی مانند و نظیر هست اظهار وجود کند . [ نَدید = نظیر و مانند ]
گفت : پیش آ ، ای خری کو خود بدید / پیشش آمد ، پنجه زد او را درید,شیر به گرگ گفت : پیش بیا ای خری که خودپسندی داری و برای خود ، «من بودن» قائلی . وقتی که گرگ جلوی شیر رفت . شیر پنجه بر او زد و هلاکش نمود .
چون ندیدش مغزِ تدبیرِ رشید / در سیاست پوستش از سر کشید,برای این جهت شیر ، گرگ را از هم درید که گرگ فاقد عقل و تدبیر درست و کامل بود . پس به عنوان مجازات او ، پوست از سرش کَند یعنی هلاکش نمود . [ رشید = دارای رضد ، کامل . سیاست = مجازات ، کیفر ]
گفت : چون دیدِ مَنَت از خود نَبُرد / این چنین جان را بباید زار مُرد,شیر به گرگ گفت : چون وجود مرا دیدی و این وجود قاهرِ من ، تو را از وجود موهوم و مجازی ات فانی نکرد . پس باید این چنین جان ، با زاری بمیرد و به فنا واصل شود .
چون نبودی فانی اندر پیشِ من / فضل آمد مر تو را گردن زدن,چون که در محضر من فانی نشدی و از موجودیت عاریتی و اضافی ات دست نشستی . لذا فضل من چنین اقتضا کرد که گردن تو را بزنم و تو را از تشخصّ مجازی ات رها سازم .
کُلُ شیءِِ هالِکُ جز وجهِ او / چون نه ای در وجهِ او ، هستی مجو,همه چیز روی به فنا می گذارد مگر ذات خدا و تا وقتی که وجود خود را در هستی خدا فانی نکرده ای بقا و هستی نباید بخواهی . زیرا در اینجا هستی در نیستی و فانی شدن است . [ در آخر سوره قصص آمده است « همه چیز رهسپار سرای نیستی است مگر ذات او » ]
هر که اندر وجهِ ما باشد فنا / کُلُ شیءِِ هالِکُ نَبوَد جزا,هر کس و هر چه که در ذات ما فانی شود . مشمول این قاعده کُلّی قرار نمی گیرد که ، همه چیز به نیستی می رود . [ زیرا هر که فانی در حق شود . در واقع باقی می گردد و فنایی نمی یابد .] وجه الله = رجوع شود شرح بیت 1397 همین دفتر 
زآنکه در اِلّاست او از لا گذشت / هر که در اِلّاست او فانی نگشت,هر کس که از قلمرو لا ( نیست شدن وجود موهوم و ظلّی و اضافی ) بگذرد . یعنی به مقام فنا برسد وارد مرتبه الّا ( بقای بعد از فنا یعنی همان هستی حقیقی ) می گردد و هر که به این مرتبه شریف برسد . دیگر فنا او را فرو نمی گیرد زیرا به هستی محض رسیده است .
هر که او بر در ، من و ما می زند / رَدِ باب است او و بر لا می تند,هر کس که بر درِ خانه خدا برسد و دَم از «من» و «ما» بزند . آن شخص مردود درگاه الهی خواهد بود و مقهور نیستی می گردد . [ ابیات فوق که از زبان شیر گفته شد . در حقیقت سخنان شیر بیشه هستی یعنی حضرت پروردگار است . سالک تا وجودِ مجازی خود را نفی نکند و از خود بینی و انانیت نگذرد . همچنان در کمند هستی های مجازی و کادب است . این چنین کسی هر چند که گمان بر موجودیت خود دارد ولی واقعاََ نیست و معدوم است . و چون هستی مجازی خود را نفی کرد . هر چند که ظاهر آن فنا و معدومیت است اما در باطن بقا و حیات است . زیرا فنا آخرین مرحله سیر و سلوک است ]  داستان بعدی در ادامه همین مطلب آمده است .  تا به جاروبِ لا نروبی راه / نرسی در سرایِ الّاالله
گفت یارش کاندرآ ای جمله من / نَی مخالف چون گُل و خارِ چمن,آن دوست از درون سرای خود گفت : ای کسی که وجود خود را در وجود من فانی کرده ای و خویشتن را یکسره در وجود من ، مستهلک ساخته ای و من شده ای . به سرایم اندر شو که تو همچون گُل و خارِ چمن ضد نیستی بلکه عینِ گُلی .
رشته یکتا شد ، غلط کم شو کنون / گر دو تا بینی حروفِ کاف و نون,رشته یکتا شد . یعنی وجودِ متعدد و کثیر به وحدت گرایید . مبادا که دوگانه بودن ظاهری و صُوری آن ، تو را به اشتباه افکند و گمان کنی که واقعا نیز کثرت وجود دارد . مثلا همین دو حرفِ کاف و نون ( کُن = باش ) ظاهراََ دو تاست و باطناََ قدرت ایجادیۀ حضرت سبحان را می رساند . [ غلط کم شو = کمتر اشتباه کن ]
کاف و نون همچون کمند آمد جَذوب / تا کشاند مر عدم را در خُطوب,این حرفِ کاف و نون (کُن) صورتاََ مانند کمندی است که ماهیّات و اعیان ثابتات را از کَتمِ عدم ، صید می کند و به عرصۀ وجود و شهود می کشاند . [ ملا هادی سبزواری می گوید : «کُن» وجودِ منبسط بر ماهیّات امکانیه و تعیّنات اعتباریه است . ( شرح اسرار ، ص 78 ) . جَذوب = بسیار جذب کننده ، صیغۀ مبالغۀ جاذب . خُطوب = جمع خَطَب به معنی کارِ بزرگ و مهم ، عرصۀ وجود ) ]
