,topic,poetry
337,khodavand,عزیزی و خواری تو بخشی و بس ‪ عزیز تو خواری نبیند ز کس
338,khodavand,یکی را ز ماهی رساند به ماه ‪ یکی را زمه اندر آرد به چاه
339,khodavand,یکی را به سر نهد تاج بخت ‪ یکی را به خاک اندر آرد ز تخت
340,akhlagh,شد اوج وصل بر من مسکین حضیض هجر ‪ دیشب سپهر بودم و امشب زمین شدم
341,akhlagh,بر آن نسق نبود وضع روزگار که بود ‪ زمان به رنگ دگر شد زمین به رنگ دگر
342,akhlagh,جهان بر آب نهاده است و زندگی بر باد ‪ غالم همت آنم که دل بر او ننهاد
343,akhlagh,چون هست و نیست هیچ نماند به قرار ‪ آن به کز آن به یاد نیاید دل تو را
344,akhlagh,چنین است رسم سرای درشت ‪ گهی پشت بر زین گهی زین به پشت
345,akhlagh,بیخی نشان که دولت باقیت بردهد ‪ کاین عمر گاه خزان است و گه بهار
346,akhlagh,بر مهر چرخ و شیوه‌ی او اعتماد نیست ‪ ای وای بر کسی که شد ایمن ز مکر وی
347,akhlagh,چه باید نازش و نالش بر اقبالی و ادباری ‪ که تا بر هم زنی دیده نه این بینی نه آن بینی
348,akhlagh,گر ملک کاینات ز دستت برون شود ‪ هان تا غمش ز جان نرباید دل تو را
349,akhlagh,مرا زبخت همی گل شکفتی از برگل ‪ به غیر خار نرویید کنونم از بر خار
350,akhlagh,بهار عمر مرا چو رسید فصل خزان ‪ به کوه و صحرا خواهی خزان و خواه بهار
351,akhlagh,زمانه شکل دیگر گشت و رفت آن مهربانی‌ها ‪ همه خونابه حسرت شده است آن دوست کامی ها
352,akhlagh,فراغت و طلب و امن عیش و شباب ‪ ببرد از من یک یک زمانه غدار
353,akhlagh,آن مصر مملکت که تو دیدی خراب شد ‪ و آن نیل مکرمت که شنیدی سراب شد
354,akhlagh,جهان پیراست و بی بنیاد ازاین فرهاد کش فریاد ‪ که کرد افسون و نیرنگش ملول از جان شیرینم
355,akhlagh,اگر بودی جهان را پایداری ‪ به هرکس چون رسیدی شهریاری
356,akhlagh,می رود صبح و اشارت می‌کند ‪ کاین گلستان خنده واری بیش نیست
357,akhlagh,الله و گل زخمی خمیازه‌اند ‪ عیش این گلشن خماری بیش نیست
358,akhlagh,تا به کی نازی به حسن عاریت ‪ ماو من آیینه داری بیش نیست
359,akhlagh,برگ عدم سازکن دال که دراین عهد ‪ عمرطبیعی نصیب برق و شراراست
360,akhlagh,مهمان سراست خانه دنیا که اندراو ‪ یک روزاین بیاید و یک روز او رود
361,akhlagh,برکام دل به گردش ایام دل مبند ‪ کاین چرخ کج مدار نه برآرزو رود
362,akhlagh,جهان را چون رباطی با دودردان ‪ که چون زین دردآیی بگذری زان
363,akhlagh,الدهر یومان ‪ یوم لک و یوم علیک 
364,akhlagh,درطبع جهان اگر وفایی بودی‪ نوبت به تو خود نیامدی ازدگران
365,akhlagh,آن که گویند که بر آب نهادست جهان ‪ مشنو ای خواجه که تا در نگری بر باد است
366,akhlagh,یار ناپایدار دوست مدار ‪ دوستی را نشاید این غدار
367,akhlagh,خیمه انس مزن بر در این کهنه رباط ‪ که اساسش همه بی موقع و بی بنیاد است
368,akhlagh,سفله طبع است جهان بر کرمش تکیه نکن ‪ ای جهان دیده ثبات قدم از سفله مجوی
369,akhlagh,شمال و غرب وجنوب پریشان وآشفته اند‪ تاج‌ها درهم می‌شکند و امپراتوری‌ها به خویش می‌لرزد
370,akhlagh,جز افسون و افسانه نبود جهان ‪ که بستند چشم خشایارها
371,akhlagh,تکیه بر اختر شب گرد مکن کاین عیار ‪ تاج کاووس ربود و کمر کیخسرو
372,akhlagh,کمند صید بهرامی بیفکن جام جم بردار ‪ که من پیمودم این صحرا نه بهرام است و نه گورش
373,akhlagh,چندین تن جباران کاین خاک فروخورده است ‪ این گرسنه چشم آخر هم سیر نشد ز ایشان
374,akhlagh,کسی که تاج به سر داشت بامداد پگاه ‪ نمازم او را خشت زیر سر دیدم
375,akhlagh,بادت به دست باشد اگر دل نهی به هیچ ‪ در معرضی که تخت سلیمان رود به باد
376,akhlagh,سر الب ارسالن دیدی ز رفعت رفته بر گردون ‪ به مرو آ تاکنون در گل تن الب ارسالن بینی
377,akhlagh,بهرام که گور می‌گرفتی همه عمر ‪ دیدی که چگونه گور بهرام گرفت
378,akhlagh,گفتی که کجا رفتند آن تاجوران اینک ‪ ز ایشان شکم خاک است آبستن جاویدان
379,akhlagh,بسا کسا که مه و مهر باشدش بالین ‪ به عاقبت ز گل و چوب گرددش بستر
381,akhlagh,از گزند داس دروگر وقت هیچ روینده را زنهار نیست
382,akhlagh,گل همین پنج روز و شش باشد ‪ وین گلستان همیشه خوش باشد
383,akhlagh,لیک آن کس که زندگانی داد ‪ داده خویش باز می‌خواهد
384,akhlagh,زین ترش بودنت در این زندان ‪ مرگ را کند کی شود دندان
385,akhlagh,هرکس راه خوابگاهی رفت ‪ چون که هنگام خوابش آمد خفت
386,akhlagh,آسایش دو گیتی تفسیر این دوحرف است ‪ با دوستان مروت با دشمنان مدارا
387,akhlagh,در میان جاهل و کامل بود فرقی سلیم ‪ مدعی‌گر با تو بد باشد تو با او خوب باش
388,akhlagh,طریق زندگی با دوستان بنگر چسان است ‪ تو را هرگاه می‌گویند با دشمن مدارا کن
389,akhlagh,آفرین بر دل نرم تو که از بهر ثواب ‪ کشته غمزه خود را به نماز آمده ای
390,akhlagh,با تو گویم که چیست غایت حلم ‪ هر که زهرت دهد شکر بخشش
391,akhlagh,اذهبا الی فرعون انه طغی فقوال به قوال لینا 
392,akhlagh,شمع جویی و آفتاب بلند ‪ روز بس روشن است و تو در شب تار
393,akhlagh,سالها دل طلب جام جم از ما می‌کرد ‪ و آنچه خود داشت ز بیگانه تمنا می‌کرد
394,akhlagh,زهی نادان که او خورشید تابان ‪ به نور شمع جوید در بیابان
395,akhlagh,هست حق از ما به ما نزدیکتر ‪ ما ز دوری گشته جویان در به در
396,akhlagh,ای در میان جانم و جان از تو بی خبر ‪ وز تو جهان پر است و جهان از تو بی خبر
397,akhlagh,بیدلی در همه احوال خدا با او بود ‪ او نمی‌دیدش از او دور خدایا می‌کرد
398,akhlagh,معشوق تو همسایه دیوار به دیوار ‪ در بادیه سرگشته شما در چه هوایید 
399,akhlagh,چه کنم با که توان گفت که دوست ‪ در کنار من و من مهجورم
400,akhlagh,غرق آبیم و آب می‌جوییم ‪ در وصالیم و بی خبر از وصال
401,akhlagh,آه کز روی دوست مهجوریم ‪ یار ما با ما و ما از او دوریم
402,akhlagh,آب در کوزه و ما تشنه لبان می‌گردیم ‪ یار در خانه و ما گرد جهان می‌گردیم
403,akhlagh,آفتاب آمد دلیل آفتاب ‪ گر دلیلت باید از وی رو متاب
404,akhlagh,ازدرد برآیینه دل کردندارم ‪ دارم گله از چشم خود ازدرد ندارم
405,akhlagh,اگرشادی است مارا گرغم ازماست ‪ که برما هرچه می‌آید هم ازماست
406,akhlagh,از که نالم که فغان زین دل ریش است مرا ‪ هر بالیی که بود از دل خویش است مرا
407,akhlagh,اگر ز دست بال بر فلک رود بد خوی ‪ ز دست خوی بد خویش در بال باشد
408,akhlagh,کرم درخت از خود درخت است 
409,akhlagh,راستی مایه رضای خداست ‪ کس ندیدم که گم شود از ره راست
410,akhlagh,نقش کژ محو کن ز تخته دل ‪ تا شود کشف بر تو هر مشکل
411,akhlagh,راستی شغل نیک بختان است ‪ هر که را هست نیکبخت آن است
412,akhlagh,گر کجی را شقاوت است اثر ‪ راستی را سعادت است اثر
413,akhlagh,یوسف از راستی رسید به تخت ‪ راستی کن که راست گردد تخت
415,akhlagh,راستی را بقا کلید آمد ‪ معجز از بحر آن پدید آمد
416,akhlagh,چون ورا بود راست کرداری ‪ خوب او گشت قفل بیداری
417,akhlagh,راستی کن که راستان رستند ‪ در جهان راستان قوی دستند
418,akhlagh,هر که او پیشه راستی دارد ‪ نقد معنی در آستین دارد
419,akhlagh,راستی زهری است شکرین انجام ‪ کج نباتی که تلخ سازد کام
420,akhlagh,راستی کن که اندرین دسته ‪ نشوی جز به راستی رسته
421,akhlagh,راست شو تا به راستان برسی ‪ خاک شو تا بر آستان برسی
422,akhlagh,در خیال دروغ بی مددی است ‪ راستی حکم نامه ابدی است
423,akhlagh,راستی کن که در دو جهان ‪ به جز از راستیت برهاند
424,akhlagh,راستی آور که شوی رستگار ‪ راستی از نظر تو ظفر از کردگار
425,akhlagh,عاشقی چیست به جان بنده جانان بودن ‪ گر لبش جان طلبد دادن و خندان بودن
426,akhlagh,صبح امید که بد معتکف پرده غیب‪ گو برون آی که کارشب تارآخرشد
427,akhlagh,بعد نوامیدی بسی امیداست ‪ ازاین پس ظلمت دوصد خورشیدهاست
428,akhlagh,پس از تیرگی روشنی گیرد آب ‪ برآید پس ازتیره شب آفتاب
429,akhlagh,اگر چند باشد شب دیر باز ‪ بر او تیرگی نماند دراز
430,akhlagh,نا امید از روشنی ای دل به تاریکی مباش ‪ زان که شام هجر را صبح وصالی در پی است
431,akhlagh,شلخته دروکنید تا چیزی گیر خوشه چین‌ها بیاید ‪ 
432,akhlagh,ثوابت باشد ای دارای خرمن ‪ اگر رحمی کنی بر خوشه چینی
433,akhlagh,پدرم دریا دل بود ‪ در التی کار شاهان را می‌کرد
434,akhlagh,در کوی می‌کشان نبود راه بخل را ‪ این جا ز دست خشک سبوی آب می‌چکد
435,akhlagh,معاش اهل مروت بدین نسق بوده است ‪ که جان خود به مروت نثار می‌کردند
436,akhlagh,به اتفاق ز بهر حیات یکدیگر ‪ هالک خویش همه اختیار می‌کردند
437,akhlagh,و یوثرون علی انفسهم و لو کان بهم خصاصه
438,akhlagh,ای صاحب کرامت شکرانه سالمت ‪ روزی تفقدی کن درویش بی نوا را
439,akhlagh,ده روزه مهر گردون افسانه است و افسون ‪ نیکی به جای یاران فرصت شمار یارا
440,akhlagh,ای شرر از همرهان غافل مباش ‪ فرصت ما نیز باری بیش نیست
441,akhlagh,دریاب کنون که نعمتت هست به دست ‪ کاین دولت و ملک می‌رود دست به دست
442,akhlagh,زمانه در گذر است و عجل ز پی تازان ‪ به هوش باش که فرصت ز دست نگذری
443,akhlagh,هرکه فریاد رس روز مصیبت خواهد ‪ گو درایام سالمت به جوانمردی کوش
444,akhlagh,ببخشای بر مردم مستمند ‪ نیاور دلش سوی درد و گزند
445,akhlagh,نیم نانی‌گر خورد مرد خدا ‪ بذل درویشان کند نیمی دگر
446,akhlagh,به نوبت اند ملوک اندر این سپنج سرای ‪ و کنون که نوبت توست ای ملک به عدل گرای
447,akhlagh,توانگرا دل درویش خود به دست آور ‪ که مخزن زر و گنج و درم نخواهد ماند
448,akhlagh,دایم گل این بستان شاداب نمی‌ماند ‪ دریاب ضعیفان را در وقت توانایی
449,akhlagh,سر گرگ باید هم اول برید ‪ نه چون گوسفندان مردم درید
450,akhlagh,ببند ای پسر دجله در آب کاست ‪ که سودی ندارد چو سیالب خاست
451,akhlagh,سرچشمه شاید گرفتن به بیل ‪ چو پر شد نشاید گذشتن به پیل
452,akhlagh,هر غمی را فرجی است و لیکن ترسم ‪ پیشم از آنم بکشد زهر که تریاق رسد
453,akhlagh,مکافات موذی به مالش نکن ‪ که بیخش برآورد باید ز بن
454,akhlagh,مکن صبر بر عامل ظلم دوست ‪ چه از فربهی بایدش کند پوست
455,akhlagh,امروز بکش چو می‌توان کشت ‪ کآتش چو بلند شد جهان سوخت
457,akhlagh,بمیر ای دوست پیش از مرگ‪ دمی‌گر زندگی خواهی ‪ که ادریس از چنین مردن بهشتی گشت پیش از ما
458,akhlagh,همان به کین نصیحت یاد گیریم ‪ که پیش از مرگ یک نوبت بمیریم
459,akhlagh,پیش از آن کن حساب خود که تو را ‪ دیگری در حساب گیرد سخت
460,akhlagh,آخر کار نیست خواهی شد ‪ نیست شو پیش از آن که نیست شوی
461,akhlagh,امیدوار بود آدمی به خیر کسان ‪ ما را به خیر تو امید نیست شرمرسان
462,akhlagh,اگر ب ه جای خلق نیکویی نتوان کردن ‪ باری بدخویش ازایشان بازدار
463,akhlagh,از طال گشتن پشیمان گشته‌ایم ‪ مرحمت فرموده ما را مس کنید
464,akhlagh,دانی چه کنی مرا به من بازگذار ‪ وین دست عنایت از سر من بردار
465,akhlagh,کرد فرامش ره و رفتار خویش ‪ مانده غرامت زده از کار خویش
466,akhlagh,در چابکی طریق تو ورزند نیکوان ‪ لیکن خرام کبک دری نیست کار زاغ
467,akhlagh,کالغی تک کبک در گوش کرد ‪ تک خویشتن را فراموش کرد
468,akhlagh,پی تقلید رفتن از کوری است ‪ در هر کس زدن ز بی نوری است
469,akhlagh,مشو مقلد همراه اگر چه توفیق است ‪ که از جریده روی کار مهر باال گرفت
470,akhlagh,از ره تقلید اگر حاصل شود کسب کمال ‪ هر که گردد خم نشین باید که افالطون شود
471,akhlagh,ز مغرور دنیا ره دین مجوی ‪ خدا بینی از خویشتن بین مجوی
472,akhlagh,به هر بدت خرسند باید بدن ‪ که از بد بدتر نیز شاید بدن
473,akhlagh,بزرگان نکردند در خود نگاه ‪ خدابینی از خویشتن بین مخواه
474,akhlagh,طریقت جز این نیست درویش را ‪ که افکنده دارد تن خویش را
475,akhlagh, 
476,akhlagh,مرد آن بود که درمیان خلق بنشیند و برخیزد و بخورد و بخسبد و بخرد و بفروشد و زن خواهد ‪ 
477,akhlagh,نیست بازآمدن از فکر و خیال تو مرا ‪ با رفیقان موافق سفر دور خوش است
479,akhlagh,ای دوست بیا تا غم فردا نخوریم وین یکدم عمر را غنیمت شمریم
480,akhlagh,فردا که ازین دیر کهن در گذریم با هفت هزار سالگان سر بسریم
481,akhlagh,مرو راهی که با ریگی بلغزی مشو بیدی که با بادی بلرزی
482,akhlagh,تو را قدر و تو را قیمت گران است مکن کاری که یک ارزن نیرزی
483,akhlagh,علاج واقعه پیش از وقوع باید کرد دریغ سود ندارد چو رفت کار از دست
484,akhlagh,به روزگار سلامت سلاح جنگ بساز وگرنه سیل چو بگرفت سد نشاید بست
485,akhlagh,با جوانی سر خوش است این پیر بی تدبیر را جهل باشد با جوانان پنجه کردن پیر را
486,akhlagh,روز بازار جوانی پنج روزی بیش نیست نقد را باش ای پسر کآفت بود تاخیر را
487,akhlagh,ای که گفتی دیده از دیدار بت رویان بدوز هر چه گویی چاره دانم کرد جز تقدیر را
488,akhlagh,زهد پیدا کفر پنهان بود چندین روزگار پرده از سر برگرفتیم آن همه تزویر را
489,akhlagh,سعدیا در پای جانان‌گر به خدمت سر نهی همچنان عذرت بباید خواستن تقصیر را
490,akhlagh,آیین برادری و شرط یاری آن نیست که عیب من هنر پنداری
491,akhlagh,آنست که‌گر خلاف شایسته روم از غایت دوستیم دشمن داری
492,akhlagh,اگر تو فارغی از حال دوستان یارا فراغت از تو میسر نمی‌شود ما را
493,akhlagh,تو را در آینه دیدن جمال طلعت خویش بیان کند که چه بودست ناشکیبا را
494,akhlagh,بیا که وقت بهارست تا من و تو به هم به دیگران بگذاریم باغ و صحرا را
495,akhlagh,ای بی‌تو فراخای جهان بر ما تنگ ما را به تو فخرست و تو را از ما ننگ
496,akhlagh,ما با تو به صلحیم و تو را با ما جنگ آخر بنگویی که دلست این یا سنگ
497,akhlagh,سعدیا گرچه سخندان و مصالح گویی به عمل کار برآید به سخندانی نیست
498,akhlagh,بنشینم و صبر پیش گیرم دنباله کار خویش گیرم
499,akhlagh,گویند تمنایی از دوست بکن سعدی جز دوست نخواهم کرد از دوست تمنایی
500,akhlagh,به راه بادیه رفتن به از نشستن باطل اگر مراد نیابم بقدر وسع بکوشم
501,akhlagh,قرار بر کف آزادگان نگیرد مال نه صبر در دل عاشق نه آب در غربال
502,akhlagh,اگر مراد نصیحت کنان ما این است که ترک دوست بگوییم تصوریست محال
503,akhlagh,ای خردمند که گفتی نکنم چشم به خوبان به چه کارآیدت آن دل که به خوبان نسپاری
504,akhlagh,بسیار سفر باید تا پخته شود خامی صوفی نشود صافی تا در نکشد جامی
505,akhlagh,دریغا که بر خوان الوان عمر دمی خورده بودیم و گفتند بس
506,akhlagh,ای که گفتی مرو اندر پی خوبان زمانه ما کجاییم در این بحر تفکر تو کجایی
507,akhlagh,ای مرغ سحر عشق ز پروانه بیاموز کان سوخته را جان شد و آواز نیامد
508,akhlagh,این مدعیان در طلبش بی خبرانند آن را که خبر شد خبری باز نیامد
509,akhlagh,چرخ شنید ناله‌ام گفت منال سعدیا کاه تو تیره می‌کند آیینه جمال من
511,akhlagh,به روزگار سلامت سلاح جنگ بساز وگرنه سیل چو بگرفت سد نشایدبست
515,akhlagh,زهد پیدا کفر پنهان بود چندین روزگار پرده از سر برگرفتیم آن همه‌ی تزویر را
516,akhlagh,سعدیا در پای جانان‌گر به خدمت سر نهی همان‌ گونه عذرت بباید خواستن تقصیر را
517,akhlagh,بر خیز و مخور غم جهان گذران خوش باش و دمی به شادمانی گذران
518,akhlagh,در طبع جهان اگر وفایی بودی نوبت به تو خود نیامدی از دگران
519,akhlagh,از آمدن و رفتن ما سودی کو وز تار وجود عمر ما پودی کو
520,akhlagh,در چنبر چرخ جان چندین پاکان می‌سوزد و خاک می‌شود دودی کو
521,akhlagh,تا کی غم آن خورم که دارم یا نه وین عمر به خوشدلی گذارم یا نه
522,akhlagh,پر کن قدح باده که معلومم نیست کاین دم که فرو برم برآرم یا نه
523,akhlagh,ای کاش که جای آرمیدن بودی یا این ره دور را رسیدن بودی
524,akhlagh,کاش از پی صد هزار سال از دل خاک چون سبزه امید بر دمیدن بودی
525,akhlagh,آنان که ز پیش رفته‌اند ای ساقی در خاک غرور خفته‌اند ای ساقی
526,akhlagh,رو باده خور و حقیقت از من بشنو باد است هر آن چه گفته‌اند ای ساقی
527,akhlagh,در کارگه کوزه‌گری کردم رای بر پله چرخ دیدم استاد بپای
528,akhlagh,می‌کرد دلیر کوزه را دسته و سر از کله پادشاه و از دست گدای
529,akhlagh,هنگام سپیده دم خروس سحری دانی که چرا همی کند نوحه‌گری
530,akhlagh,یعنی که نمودند در آیینه صبح کز عمر شبی گذشت و تو بی خبری
531,akhlagh,مرا عهدیست با شادی که شادی آن من باشد
532,akhlagh,مرا قولیست با جانان که جانان جان من باشد
533,akhlagh,به خط خویشتن فرمان به دستم داد آن سلطان
534,akhlagh,آن یکی خر داشت پالانش نبود یافت پالان گرگ خر را درربود
535,akhlagh,کوزه بودش آب می‌نامد به دست آب را چون یافت خود کوزه شکست
536,akhlagh,سر ناکسان را برافراشتن وز ایشان امید بهی داشتن
537,akhlagh,سر رشته خویش گم کردن است به جیب اندرون مار پروردن است
538,akhlagh,تا که بودیم نبودیم کسی کشت ما را غم بی هم نفسی
539,akhlagh,تا که رفتیم همه یار شدند تا که مردیم همه بیدار شدند
540,akhlagh,قدر آیینه بدانید چو هست نه در آن وقت که افتاد و شکست
541,akhlagh,گویند بهشت و حور و کوثر باشد جوی می‌و شیر و شهد و شکر باشد
542,akhlagh,ﺻﺪ ﺳﺎﻝ ﺭﻩ ﻣﺴﺠﺪ ﻭ ﻣﯿﺨﺎﻧﻪ ﺑﮕﯿﺮﯼ ﻋﻤﺮﺕ ﺑﻪ ﻫﺪﺭ ﺭﻓﺘﻪ ﺍﮔﺮ ﺩﺳﺖ ﻧﮕﯿﺮﯼ
543,akhlagh,ﺑﺸﻨﻮ ﺍﺯ ﭘﯿﺮ ﺧﺮﺍﺑﺎﺕ ﺗﻮ ﺍﯾﻦ ﭘﻨﺪ ﻫﺮ ﺩﺳﺖ ﮐﻪ ﺩﺍﺩﯼ ﺑﻪ ﻫﻤﺎﻥ ﺩﺳﺖ ﺑﮕﯿﺮﯼ
544,akhlagh,این همه نقش عجب بر در و دیوار وجود هر که فکرت نکند نقش بود بر دیوار
545,akhlagh,خبرت هست که مرغان سحر می‌گویند آخر ای خفته سر از خواب جهالت بردار
546,akhlagh,دیده‌های عقل گر بینا شوند خود فروشان زودتر رسوا شوند
547,akhlagh,دزد زر بستند و دزد دین رهید شحنه ما را دید و قاضی را ندید
548,akhlagh,ساقیا در ساغر هستی شراب ناب نیست و آنچه در جام شفق بینی به جز خوناب نیست
549,akhlagh,زندگی خوشتر بود در پرده وهم و خیال صبح روشن را صفای سایه مهتاب نیست
550,akhlagh,هزار قرن ندیدن ز روشنی اثری هزار مرتبه بهتر ز خویشتن دیدن
551,akhlagh,هوای نفس چو دیویست تیره دل پروین بتر ز دیو پرستی است خودپرستیدن
552,akhlagh,گر نمی‌خواهی در آتش سوختن بایدت اندرز ما آموختن 
553,akhlagh,دام‌ها بینم به راه تو نهان رفتنت باشد همان مردن همان 
554,akhlagh,چون جواب احمق آمد خامشی این درازی در سخن چون می‌کشی
555,akhlagh,گر خدا داری ز غم آزاد شو از خیال بیش و کم آزاد شو
556,akhlagh,رسیده‌ام به خدایی که اقتباسی نیست شریعتی که در آن حکم‌‌ها قیاسی نیست
557,akhlagh,فقط به فکر خودت باش ای دل عاشق که خودشناسی تو جز خداشناسی نیست
558,akhlagh,عارف که ز سر معرفت آگاه است بی خود زخودست و با خدا همراه است
559,akhlagh,نفی خود و اثبات وجود حق کن این معنی لا اله الا الله است
560,akhlagh,این نمکدان خدا جنس عجیبی دارد هر چقدر می‌شکنیم باز نمک‌ها دارد …
561,akhlagh,ﮔﺮ ﮔﻨﺎﻫﻢ ﺳﺨﺖ ﺑﺴﯿﺎﺭﺳﺖ ﺭﺣﻤﺖ ﻧﯿﺰ ﻫﺴﺖ ﺑﺮ ﮔﻨﺎﻩ ﺳﺨﺖ ﺑﺴﯿﺎﺭﻡ ﺧﺪﺍﻭﻧﺪﺍ ﺑﺒﺨﺶ
562,akhlagh,ﭼﻮﻥ ﭘﺬﯾﺮﻓﺘﺎﺭ ﺑﺪﺭﻓﺘﺎﺭ ﻧﺎﺩﺍﻧﺎﻥ ﺗﻮﯾﯽ ﺑﺮ ﻣﻦ ﻧﺎﺩﺍﻥ ﻭ ﺭﻓﺘﺎﺭﻡ ﺧﺪﺍﻭﻧﺪﺍ ﺑﺒﺨﺶ
563,akhlagh,ﻣﺎﯾﻪﺩﺍﺭﺍﻥ ﻧﻘﺪ ﺭﻭﺯ ﺭﻓﺘﻪ ﺑﺎﺯﺁﺭﻧﺪ ﻭ ﻣﻦ ﺑﯽ ﺯﺭ ﺍﯾﻦ ﺷﻬﺮ ﻭ ﺑﺎﺯﺍﺭﻡ ﺧﺪﺍﻭﻧﺪﺍ ﺑﺒﺨﺶ
564,akhlagh,پناه بلندی و پستی تویی همه نیستند آنچه هستی تویی
565,akhlagh,همه آفریدست بالا و پست تویی آفریننده هر چه هست
566,akhlagh,تویی برترین دانش آموز پاک ز دانش قلم رانده بر لوح خاک
567,akhlagh,خرد را تو روشن بصر کرده‌ای چراغ هدایت تو بر کرده‌ای
568,akhlagh,نبود آفرینش تو بودی خدای نباشد همی هم تو باشی به جای
569,akhlagh,لطف الهی بکند کار خویش مژده رحمت برساند سروش
570,akhlagh,گر چه وصالش نه به کوشش دهند هر قدر ای دل که توانی بکوش
571,akhlagh,لطف خدا بیشتر از جرم ماست نکته سربسته چه دانی خموش
572,akhlagh,رندی حافظ نه گناهیست صعب با کرم پادشه عیب پوش
573,akhlagh,خدایا دانشی ده غم نگیرم بده آرامشی ماتم نگیرم
574,akhlagh,خدایا از شهامت بی نصیبم شهامت ده که آرامش بگیرم
575,akhlagh,خدایا این تفاوت بر من آموز که در گمراهی مطلق نمیرم
576,akhlagh,همه درگاه تو جویم همه از فضل تو پویم همه توحید تو گویم که به توحید سزایی
577,akhlagh,تو حکیمی تو عظیمی تو کریمی تو رحیمی تو نماینده‌ی فضلی تو سزاوار ثنایی
578,akhlagh,ما به دنبال خدا گم کردگان خویشتن در گذار عمر سرگرم چه بودیم ما و من
579,akhlagh,گر سینه شود تنگ خدا با ما هست گر پای شود لنگ خدا با ما هست
580,akhlagh,دل را به حریم عشق بسپار و برو فرسنگ به فرسنگ خدا با ما هست
581,akhlagh,خوشا آنان که الله یارشان بی بحمد و قل هو الله کارشان بی
582,akhlagh,خوشا آنان که دایم در نمازند بهشت جاودان بازارشان بی
583,akhlagh,خداوندا حضوری بخش ما را اجابت کن به فضلت این دعا را
584,akhlagh,خدا باشد به نزد اهل بینش نگهدار نظام آفرینش
585,akhlagh,به نام خداوند جان و خرد کزین برتر اندیشه برنگذرد
586,akhlagh,خداوند نام و خداوند جای خداوند روزی ده رهنمای
587,akhlagh,خداوند کیوان و گردان سپهر فروزنده ماه و ناهید و مهر
588,akhlagh,ز نام و نشان و گمان برترست نگارنده بر شده پیکرست
589,akhlagh,به بینندگان آفریننده را نبینی مرنجان دو بیننده را
590,akhlagh,نیابد بدو نیز اندیشه راه که او برتر از نام و از جایگاه
597,akhlagh,احد لیس کمثله صمد لیس له ضد لمن الملک تو گویی که مر آن را تو سزایی
598,akhlagh,لب و دندان سنایی همه توحید تو گوید مگر از آتش دوزخ بودش روی رهایی
599,akhlagh,ای همه هستی زتو پیدا شده خاک ضعیف از تو توانا شده
600,akhlagh,زیرنشین علمت کاینات ما به تو قایم چو تو قایم بذات
601,akhlagh,هستی تو صورت پیوند نی تو بکس و کس بتو مانند نی
602,akhlagh,آنچه تغیر نپذیرد تویی وانکه نمردست و نمیرد تویی
603,akhlagh,ما همه فانی و بقا بس تراست ملک تعالی و تقدس تراست
604,akhlagh,رفتی اگر نامدی آرام تو طاقت عشق از کشش نام تو
605,akhlagh,تا کرمت راه جهان برگرفت پشت زمین بار گران برگرفت
606,akhlagh,هر که نه گویای تو خاموش به هر چه نه یاد تو فراموش به
607,akhlagh,پرده برانداز و برون آی فرد گر منم آن پرده بهم در نورد
608,akhlagh,غنچه کمر بسته که ما بنده‌ایم گل همه تن جان که به تو زنده‌ایم
609,akhlagh,بنده نظامی که یکی گوی تست در دو جهان خاک سر کوی تست
610,akhlagh,خاطرش از معرفت آباد کن گردنش از دام غم آزاد کن
611,akhlagh,یا رب نظری بر من سرگردان کن لطفی به من دلشده حیران کن
612,akhlagh,با من مکن آنچه من سزای آنم آنچ از کرم و لطف تو زیبد آن کن
613,akhlagh,گرمورچه‌ای دم زند اندر ته چاه آگه ز دم مورچه و چاه تویی
614,akhlagh,ای تو ولی احسان دل ای حسن رویت دام دل ای از کرم پرسان دل وی پرسشت آرام دل
615,akhlagh,ز خاکی این همه اظهار کرد او ز دودی زینت پرگار کرد او
616,akhlagh,ز صنعش آدم از گل رخ نموده زوی هر لحظه صد پاسخ شنوده
617,akhlagh,ز علمش گشته آنجا صاحب اسرار خود اندر دید آدم کرده دیدار
618,akhlagh,نه کس زو زاده نه او زاده از کس یکی ذاتست در هر دوجهان بس
619,akhlagh,ز یکتایی خود بیچون حقیقت درون بگرفته و بیرون حقیقت
620,akhlagh,حقیقت علم کل او راست تحقیق دهد آن را که خواهد دوست توفیق
621,akhlagh,بداند حاجت موری در اسرار همان دم حاجتش آرد پدیدار
622,akhlagh,گاهى به‏ برگ لاله نویسد پیام خویش‏ گاهى درون سینه مرغان به‏ هاى و هوست‏
623,akhlagh,بشنو این نکته که خود را ز غم آزاده کنی خون خوری‌گر طلب روزی ننهاده کنی
624,akhlagh,آخرالامر گل کوزه گران خواهی شد حالیا فکر سبو کن که پر از باده کنی
625,akhlagh,گر از آن آدمیانی که بهشتت هوس است عیش با آدمی ای چند پری زاده کنی
626,akhlagh,تکیه بر جای بزرگان نتوان زد به گزاف مگر اسباب بزرگی همه آماده کنی
627,akhlagh,اجرها باشدت ای خسرو شیرین دهنان گر نگاهی سوی فرهاد دل افتاده کنی
628,akhlagh,خاطرت کی رقم فیض پذیرد هیهات مگر از نقش پراگنده ورق ساده کنی
629,akhlagh,کار خود‌گر به کرم بازگذاری حافظ ای بسا عیش که با بخت خداداده کنی
630,akhlagh,ای صبا بندگی خواجه جلال الدین کن که جهان پرسمن و سوسن آزاده کنی
